state,district,age_0_5,age_5_17,age_18_greater,operating_days,total_enrol,total_bio,total_demo,bio_ratio,child_ratio,avg_daily_vol,Bio_Score,Child_Exclusion_Score,Overload_Score,AFI
Goa,Bardez,2,0,0,2,2,40.0,31.0,0.5555555555555556,0.6666666666666666,1.0,0.5522842639593908,0.6284263959390863,0.0197969543147208,41.538071065989854
West Bengal,Bardhaman,1345,428,3,74,1776,14175.0,23249.0,0.3787575150300601,0.7568936409679234,24.0,0.8213197969543147,0.4670050761421319,0.365482233502538,57.827411167512686
Uttar Pradesh,Bareilly,17187,10017,607,82,27811,234808.0,241742.0,0.4927237588421805,0.6179706601466992,339.1585365853659,0.6954314720812182,0.6842639593908629,0.9593908629441624,77.12690355329948
Odisha,Bargarh,4411,825,3,73,5239,81807.0,35471.0,0.697541759394265,0.841793893129771,71.76712328767124,0.1949238578680203,0.267005076142132,0.6152284263959391,34.263959390862944
Rajasthan,Barmer,10522,5233,96,78,15851,196765.0,111721.0,0.637838871654235,0.6637648246278072,203.21794871794876,0.3482233502538071,0.6406091370558376,0.8974619289340101,60.0710659898477
Punjab,Barnala,926,79,8,74,1013,35539.0,13504.0,0.7246350216132452,0.9132149901380672,13.68918918918919,0.1279187817258883,0.099492385786802,0.2700507614213198,16.20304568527919
Assam,Barpeta,10545,3306,532,82,14383,95421.0,59142.0,0.6173559172899252,0.7331062291434928,175.40243902439025,0.3979695431472081,0.5147208121827411,0.868020304568528,57.4010152284264
Madhya Pradesh,Barwani,12801,8355,667,79,21823,143427.0,82759.0,0.6341080610291484,0.5865560850439883,276.24050632911394,0.3604060913705583,0.7269035532994924,0.936040609137056,64.30456852791878
Chhattisgarh,Bastar,4794,1808,6,73,6608,94384.0,79431.0,0.543011000138077,0.7253744893327281,90.52054794520548,0.5796954314720812,0.5289340101522843,0.6954314720812182,59.91878172588832
Uttar Pradesh,Basti,4823,5216,80,78,10119,109201.0,84810.0,0.5628569366843288,0.4765810276679842,129.73076923076923,0.531979695431472,0.8548223350253807,0.7979695431472081,70.86294416243655
Punjab,Bathinda,2388,298,18,74,2704,96740.0,37420.0,0.7210739335574422,0.8828096118299446,36.54054054054054,0.1390862944162436,0.1614213197969543,0.4375634517766497,23.532994923857864
Odisha,Baudh,142,33,0,58,175,4845.0,1130.0,0.8107429718875502,0.8068181818181818,3.0172413793103448,0.0172588832487309,0.3675126903553299,0.1431472081218274,16.010152284263956
Rajasthan,Beawar,1,0,0,1,1,8.0,510.0,0.0154142581888246,0.5,1.0,0.9573604060913704,0.8213197969543147,0.0197969543147208,63.52791878172588
Maharashtra,Beed,7454,2461,270,82,10185,255495.0,171151.0,0.5988440092160499,0.7317887296289024,124.20731707317071,0.4446700507614213,0.5157360406091371,0.7796954314720812,56.6497461928934
Bihar,Begusarai,8106,5045,58,78,13209,147208.0,132990.0,0.5253694695555658,0.6136260408781227,169.34615384615384,0.6213197969543147,0.6903553299492386,0.8619289340101522,71.42131979695432
Karnataka,Belagavi,7063,622,120,76,7805,79001.0,54321.0,0.592553422890274,0.9048168075839098,102.69736842105264,0.4578680203045685,0.1137055837563452,0.7431472081218274,44.02030456852792
Karnataka,Belgaum,5861,880,2,77,6743,111069.0,63022.0,0.6379902580244928,0.8690688018979834,87.57142857142857,0.3461928934010152,0.1999999999999999,0.6771573604060914,40.16243654822335
Karnataka,Bellary,3623,596,1,75,4220,68247.0,27380.0,0.7136717279457899,0.8583274105662165,56.266666666666666,0.1563451776649745,0.2243654822335025,0.5390862944162437,29.15736040609137
Chhattisgarh,Bemetara,2458,302,11,75,2771,111710.0,58693.0,0.6555597286448674,0.8867243867243867,36.946666666666665,0.3197969543147207,0.1573604060913705,0.4406091370558375,30.730964467005077
Karnataka,Bengaluru,20441,6732,3807,79,30980,297075.0,303924.0,0.4943011647254576,0.6597914851037733,392.1518987341772,0.6923857868020304,0.6446700507614214,0.9746192893401016,76.2741116751269
Karnataka,Bengaluru Rural,1439,730,621,4,2790,10.0,79.0,0.1111111111111111,0.5155858115370835,697.5,0.9451776649746192,0.8,0.9857868020304568,91.38071065989848
Karnataka,Bengaluru South,15,183,5,33,203,146.0,3714.0,0.0378140378140378,0.0735294117647058,6.151515151515151,0.9522842639593908,0.9888324873096448,0.1898477157360406,73.4517766497462
Karnataka,Bengaluru Urban,12111,7167,3796,4,23074,0.0,0.0,0.0,0.5248537378114843,5768.5,0.9817258883248732,0.7949238578680203,1.0,93.11675126903552
Madhya Pradesh,Betul,6829,1207,130,78,8166,155822.0,48246.0,0.7635750652965418,0.8361699522468471,104.6923076923077,0.0598984771573604,0.2802030456852792,0.7461928934010152,33.18781725888325
Bihar,Bhabua,14,17,0,23,31,33.0,132.0,0.1987951807228915,0.4375,1.3478260869565215,0.9309644670050762,0.8847715736040609,0.0558375634517766,65.45685279187818
Uttar Pradesh,Bhadohi,265,277,4,73,546,6540.0,11780.0,0.3569674144424431,0.4844606946983547,7.47945205479452,0.8395939086294416,0.8456852791878172,0.2,64.95431472081219
Telangana,Bhadradri Kothagudem,2490,682,39,78,3211,21603.0,33729.0,0.3904180145663528,0.7752179327521793,41.16666666666666,0.8131979695431473,0.4304568527918782,0.4720812182741117,59.60406091370558
Odisha,Bhadrak,3701,1176,14,76,4891,97680.0,42650.0,0.6960685807127435,0.7565412919051513,64.35526315789474,0.198984771573604,0.4690355329949238,0.5796954314720812,39.42131979695432
Bihar,Bhagalpur,10456,10229,377,83,21062,148314.0,155026.0,0.4889348950521031,0.4964155153586858,253.75903614457832,0.7035532994923858,0.8324873096446701,0.9309644670050762,81.04568527918782
Maharashtra,Bhandara,1842,55,6,73,1903,102204.0,37894.0,0.7295127017323464,0.967436974789916,26.068493150684933,0.1147208121827411,0.0050761421319797,0.3756345177664975,16.01015228426396
Rajasthan,Bharatpur,10236,6643,175,80,17054,141155.0,105063.0,0.5732904446854223,0.6001759014951628,213.175,0.5086294416243655,0.7086294416243655,0.9065989847715736,68.8020304568528
Gujarat,Bharuch,3745,508,98,77,4351,76378.0,49806.0,0.6052858897650275,0.8605238970588235,56.50649350649351,0.4314720812182741,0.2192893401015228,0.5431472081218274,40.13197969543147
Gujarat,Bhavnagar,8420,1309,445,80,10174,141152.0,57862.0,0.7092530713765294,0.8275184275184275,127.175,0.1675126903553299,0.3065989847715736,0.7878172588832487,39.53299492385787
Rajasthan,Bhilwara,7865,3035,183,79,11083,120019.0,97739.0,0.5511551761350851,0.7095813785636954,140.29113924050634,0.5573604060913706,0.5532994923857868,0.8182741116751269,63.44162436548223
Madhya Pradesh,Bhind,8483,4845,639,83,13967,83365.0,58016.0,0.5896436604376795,0.6073167239404352,168.27710843373495,0.4690355329949238,0.6964467005076143,0.8568527918781725,65.36040609137056
Haryana,Bhiwani,3321,152,16,74,3489,95625.0,34280.0,0.7361091866426493,0.9515759312320916,47.148648648648646,0.099492385786802,0.0223350253807106,0.5045685279187817,19.78680203045685
Bihar,Bhojpur,3136,10115,106,79,13357,96996.0,142341.0,0.4052678638578078,0.2347656834855517,169.0759493670886,0.8040609137055837,0.9563451776649746,0.8609137055837564,86.68020304568526
Madhya Pradesh,Bhopal,11256,1452,154,81,12862,186438.0,90864.0,0.6723259394957862,0.8750680245665863,158.79012345679013,0.2649746192893401,0.1847715736040609,0.8477157360406091,41.5736040609137
Maharashtra,Bid,439,129,0,68,568,9892.0,11918.0,0.4535326211544633,0.7715289982425307,8.352941176470589,0.7472081218274111,0.4345177664974619,0.2050761421319797,49.07614213197969
Karnataka,Bidar,3960,896,64,77,4920,79708.0,43059.0,0.6492571354098788,0.8047144889250153,63.896103896103895,0.334010152284264,0.3746192893401014,0.5776649746192893,41.92893401015228
Chhattisgarh,Bijapur,6897,2691,1367,83,10955,82994.0,43429.0,0.656473454407391,0.6295180722891566,131.9879518072289,0.3147208121827411,0.6761421319796954,0.8020304568527918,56.934010152284266
Karnataka,Bijapur(KAR),3,0,0,2,3,13.0,1.0,0.8666666666666667,0.75,1.5,0.0040609137055837,0.4868020304568528,0.0675126903553299,16.79187817258883
Uttar Pradesh,Bijnor,12935,3843,73,78,16851,217048.0,226859.0,0.4889481604296385,0.7675646807500593,216.03846153846155,0.7025380710659899,0.4426395939086294,0.9086294416243654,68.63959390862944
Rajasthan,Bikaner,7464,5620,199,81,13283,130871.0,81652.0,0.6157939809150966,0.5618789521228545,163.98765432098764,0.4010152284263959,0.7532994923857868,0.8517766497461929,64.19289340101524
Chhattisgarh,Bilaspur,8475,1446,19,78,9940,216943.0,160101.0,0.5753769443965574,0.8525299265667438,127.43589743589745,0.5065989847715736,0.2395939086294416,0.7908629441624365,51.17766497461928
West Bengal,Birbhum,13361,2041,107,80,15509,110194.0,151363.0,0.4212985265218422,0.8614442295293359,193.8625,0.783756345177665,0.217258883248731,0.8893401015228426,64.5482233502538
Manipur,Bishnupur,516,559,42,76,1117,30309.0,42055.0,0.4188350722034132,0.4615384615384615,14.697368421052632,0.7888324873096446,0.8700507614213198,0.2812182741116751,66.09137055837563
Assam,Biswanath,789,464,76,76,1329,9548.0,11025.0,0.4640808787790415,0.5932330827067669,17.486842105263158,0.732994923857868,0.7157360406091371,0.3177664974619289,60.32487309644669
Jharkhand,Bokaro,3505,2278,17,76,5800,108429.0,70673.0,0.6054002445520176,0.6042061713497673,76.3157894736842,0.4304568527918782,0.7035532994923858,0.6294416243654822,57.20812182741116
Jharkhand,Bokaro *,2,0,0,2,2,3.0,0.0,0.75,0.6666666666666666,1.0,0.083248730964467,0.6284263959390863,0.0197969543147208,22.7766497461929
Assam,Bongaigaon,2324,626,225,82,3175,36608.0,39124.0,0.4833824092535618,0.7317380352644837,38.71951219512195,0.7096446700507615,0.5177664974619289,0.4527918781725888,57.50253807106599
Gujarat,Botad,2302,474,171,72,2947,16256.0,7545.0,0.6829678178304344,0.7808683853459973,40.93055555555556,0.2355329949238578,0.4223350253807106,0.4690355329949238,36.16243654822335
Odisha,Boudh,1177,245,2,73,1424,24307.0,9187.0,0.7256904015524706,0.8259649122807018,19.506849315068493,0.1228426395939086,0.3096446700507614,0.3319796954314721,24.162436548223347
